Month,Rainfall,Lat,Lon
Mar,4.9,-20.56,14.66
Mar,2.6,-20.95,14.83
Mar,92.2,-21.05,15.51
Mar,75,-21.22,15.73
Mar,77.1,-21.42,15.95
Mar,71.9,-21.04,16.22
Mar,71.5,-21.12,17.22
Mar,60.8,-21.2,17.82
Mar,63.53,-21.28,18.07
Mar,115.7,-21.41,18.16
Mar,135.8,-20.99,18.23
Mar,176.7,-20.61,20.85
Mar,8.8,-20.38,14.97
Mar,12.5,-20.21,15.01
Mar,63.53,-20.47,15.27
Mar,63.53,-20.27,15.3
Mar,76.5,-20.11,16.15
Mar,92,-20.88,15.85
Mar,13,-20.46,16.65
Mar,105.5,-20.42,17.33
Mar,85.8,-20.93,17.78
Mar,86.7,-20.96,17.82
Mar,62.5,-20.41,18.22
Mar,100,-20.42,19.82
Mar,0,-20.25,20.83
Mar,36.5,-19.69,14.32
Mar,63.53,-19.8,14.54
Mar,69.6,-19.63,14.85
Mar,72.8,-19.64,17.35
Mar,185,-19.56,18.11
Mar,93,-19.64,18.6
Mar,154.5,-19.6,20.5
Mar,0,-19.12,13.62
Mar,24,-19.06,14.35
Mar,125.3,-19.31,14.48
Mar,145,-19.81,15.18
Mar,63.53,-19.42,17.43
Mar,63.53,-19.16,17.85
Mar,122,-19.66,17.86
Mar,66,-19.71,17.97
Mar,253.3,-19.34,18.06
Mar,147,-19.59,18.14
Mar,63.53,-19.31,18.15
Mar,150.1,-19.28,19.2
Mar,180.5,-19.5,19.63
Mar,71.5,-18.92,14.11
Mar,71.4,-19.18,15.92
Mar,60.6,-19.33,15.94
Mar,98,-19.04,16.47
Mar,128.3,-19.35,17.13
Mar,148.8,-19.48,17.19
Mar,60,-19.45,18.41
Mar,65,-19.4,18.61
Mar,76.5,-19.1,18.79
Mar,53,-18.06,13.84
Mar,84,-18.12,14.32
Mar,50.5,-18.17,15.44
Mar,148,-18.19,16.38
Mar,107.1,-18.81,16.94
Mar,125,-18.08,16.53
Mar,177.5,-18.41,16.64
Mar,111.7,-18.49,17.06
Mar,270.9,-18.47,17.34
Mar,41.5,-18.86,18.13
Mar,141,-18.79,18.93
Mar,62,-18.2,19.48
Mar,205.3,-18.37,19.83
Mar,73,-17.89,15.07
Mar,131,-17.65,15.47
Mar,0,-17.86,13.03
Mar,74.1,-18.01,13.82
Mar,69.3,-18.05,13.84
Mar,64.8,-17.9,15.56
Mar,38,-17.79,15.61
Mar,202,-18.05,15.96
Mar,63.53,-18.02,15.92
Mar,51.1,-17.93,15.87
Mar,146,-17.43,16.71
Mar,120.8,-17.91,15.97
Mar,96,-18.12,15.54
Mar,167.6,-18,16.02
Mar,143.5,-17.72,16.14
Mar,157,-17.95,16.2
Mar,208.5,-18.24,16.24
Mar,243.9,-17.79,16.46
Mar,252,-17.54,17.72
Mar,68,-17.96,19.73
Mar,86,-17.9,19.81
Mar,158.1,-18.04,20.7
Mar,220,-18.04,21.43
Mar,100.1,-17.59,14.68
Mar,121,-17.74,14.88
Mar,68.5,-17.51,14.99
Mar,125.5,-17.55,15.53
Mar,63.53,-17.91,15.7
Mar,54.4,-17.99,15.69
Mar,157.9,-17.61,15.74
Mar,99.5,-17.79,15.77
Mar,93.4,-17.82,15.93
Mar,63.53,-17.9,15.97
Mar,110.4,-17.88,15.95
Mar,231.2,-17.79,16.07
Mar,100,-17.67,18.23
Mar,109.5,-17.68,18.66
Mar,53.7,-17.91,19.77
Mar,180.4,-17.9,20.21
Mar,0,-17.98,20.52
Mar,103,-17.87,22.9
Mar,101.9,-17.82,23.4
Mar,209.7,-17.97,23.45
Mar,105.7,-17.78,23.82
Mar,144,-17.66,24.14
Mar,96.8,-17.71,24.53
Mar,50.8,-17.98,24.12
Mar,198,-17.92,24.71
Mar,63.53,-17.44,13.27
Mar,63.53,-17.44,14.43
Mar,220.3,-17.46,15.09
Mar,177,-17.45,15.67
Mar,158.5,-17.44,15.33
Mar,227.7,-17.45,15.89
Mar,175.5,-17.42,16
Mar,35,-17.49,24.28
Mar,115.6,-17.49,24.32
Mar,0.5,-28.58,16.45
Mar,0,-28.09,18.69
Mar,0.2,-28.02,18.75
Mar,25.5,-28.12,19.84
Mar,15,-27.47,19.61
Mar,9.5,-27.21,18.97
Mar,1.8,-26.93,17.94
Mar,0.8,-26.58,18.12
Mar,0,-26.54,18.11
Mar,14.7,-26.8,19.65
Mar,0,-26.5,17.15
Mar,63.53,-25.72,16.45
Mar,0,-25.72,16.55
Mar,0.8,-25.88,18.12
Mar,0,-25.13,17.78
Mar,63.53,-25.38,19.1
Mar,0,-24.85,16.98
Mar,0,-24.62,17.97
Mar,3.5,-24.86,18.81
Mar,12.8,-24.14,19.12
Mar,3,-23.92,18.05
Mar,2.9,-23.9,18.28
Mar,7.2,-23.67,18.39
Mar,20.8,-23.5,19.89
Mar,63.53,-22.79,16.81
Mar,0,-23.32,17.09
Mar,102.9,-23.37,18.03
Mar,0,-22.98,14.65
Mar,0,-22.36,16.13
Mar,4.6,-22.61,17.08
Mar,8.1,-22.6,17.07
Mar,1.3,-22.57,17.09
Mar,25.5,-22.78,17.38
Mar,11.4,-22.83,17.78
Mar,0,-21.85,15.21
Mar,0,-21.58,15.45
Mar,0.6,-22.26,16.42
Mar,0.6,-22.5,17.4
Mar,11.4,-21.82,17.48
Mar,23.6,-22.23,17.54
Mar,37,-22.16,17.78
Mar,32.5,-22.26,18.15
Mar,0,-21.6,19.41
Mar,0,-21.23,14.9
Mar,0,-21.98,16.92
Mar,4.8,-21.69,17.06
Mar,3.8,-21.92,17.11
Mar,19,-21.35,17.14
Mar,7,-21.84,17.27
Mar,18,-22.99,17.39
Mar,11,-21.96,17.65
Mar,63.53,-21.7,17.7
Mar,63.53,-21.12,17.7
Mar,33,-21.66,17.82
Mar,26,-21.82,18.23
Mar,0,-20.56,14.66
Mar,0,-20.95,14.83
Mar,0,-21.05,15.51
Mar,63.53,-21.03,15.48
Mar,0,-21.42,15.95
Mar,28.7,-21.04,16.22
Mar,63.5,-21.12,17.22
Mar,98.5,-21.2,17.82
Mar,63.53,-21.28,18.07
Mar,39.5,-21.41,18.16
Mar,76.1,-20.99,18.23
Mar,30.6,-20.61,20.85
Mar,12.7,-20.11,16.15
Mar,28,-20.46,16.65
Mar,50.5,-20.42,17.33
Mar,62.2,-20.93,17.78
Mar,106,-20.96,17.82
Mar,8,-20.41,18.22
Mar,10,-19.69,14.32
Mar,0,-19.8,14.54
Mar,12,-19.63,14.85
Mar,77.7,-19.64,17.35
Mar,63.53,-19.56,18.11
Mar,126.6,-19.64,18.6
Mar,93,-19.6,20.5
Mar,0,-19.12,13.62
Mar,38,-19.31,14.48
Mar,28,-19.81,15.18
Mar,84.2,-19.42,17.43
Mar,87,-19.16,17.85
Mar,62,-19.66,17.86
Mar,75.2,-19.34,18.06
Mar,63.53,-19.31,18.15
Mar,53,-19.5,19.63
Mar,0,-18.92,14.11
Mar,15.8,-19.18,15.92
Mar,22.5,-19.33,15.94
Mar,63.53,-19.33,15.95
Mar,28.2,-19.04,16.47
Mar,51,-19.48,17.19
Mar,43,-19.45,18.41
Mar,52,-19.4,18.61
Mar,100,-19.1,18.79
Mar,21,-18.06,13.84
Mar,42,-18.12,14.32
Mar,53.3,-18.17,15.44
Mar,35,-18.19,16.38
Mar,15,-18.81,16.94
Mar,75.5,-18.08,16.53
Mar,62.6,-18.41,16.64
Mar,112.7,-18.49,17.06
Mar,51.4,-18.47,17.34
Mar,92.5,-18.86,18.13
Mar,119.5,-18.79,18.93
Mar,53.9,-17.89,15.07
Mar,35,-17.65,15.47
Mar,0,-18.05,13.84
Mar,78.4,-17.9,15.56
Mar,85,-17.79,15.61
Mar,53.5,-18.05,15.96
Mar,63.53,-18.02,15.92
Mar,119.5,-17.93,15.87
Mar,97.5,-17.43,16.71
Mar,70.5,-17.91,15.97
Mar,33,-18.12,15.54
Mar,80.5,-18,16.02
Mar,46,-17.72,16.14
Mar,0,-17.95,16.2
Mar,19,-18.24,16.24
Mar,165,-17.79,16.46
Mar,92,-17.54,17.72
Mar,54.7,-17.96,19.73
Mar,84,-17.9,19.81
Mar,45.5,-18.04,20.7
Mar,150,-18.04,21.43
Mar,74.5,-17.59,14.68
Mar,67.2,-17.74,14.88
Mar,12.7,-17.51,14.99
Mar,110.9,-17.55,15.53
Mar,63.53,-17.91,15.7
Mar,59.7,-17.99,15.69
Mar,30,-17.79,15.77
Mar,77.8,-17.82,15.93
Mar,0,-17.88,15.95
Mar,103,-17.79,16.07
Mar,51.8,-17.67,18.23
Mar,57.7,-17.68,18.66
Mar,46.9,-17.87,19.53
Mar,71,-17.91,19.77
Mar,46.5,-17.9,20.21
Mar,59.5,-17.98,20.52
Mar,104,-17.87,22.9
Mar,126.3,-17.82,23.4
Mar,75.6,-17.97,23.45
Mar,94,-17.78,23.82
Mar,66,-17.66,24.14
Mar,0,-17.71,24.53
Mar,57.1,-17.98,24.12
Mar,31.8,-17.92,24.71
Mar,65.3,-17.43,13.28
Mar,99.5,-17.44,14.43
Mar,52,-17.46,15.09
Mar,0,-17.45,15.67
Mar,88.7,-17.44,15.33
Mar,129.4,-17.45,15.89
Mar,66,-17.42,16
Mar,56.8,-17.48,16.33
Mar,33,-17.63,24.18
Mar,0,-17.49,24.28
Mar,22.5,-17.49,24.32
Apr,3,-27.47,19.61
Apr,0,-27.21,18.97
Apr,0,-26.54,18.11
Apr,3,-25.6,16.35
Apr,5,-24.23,17.5
Apr,6,-23.53,17.99
Apr,26.6,-23.68,18.27
Apr,41.2,-23.67,18.39
Apr,12.85,-23.4,19.02
Apr,0,-22.98,14.65
Apr,6,-22.65,16.45
Apr,4.9,-22.57,16.78
Apr,12.85,-22.8,16.83
Apr,15.2,-22.61,17.08
Apr,30.6,-22.6,17.07
Apr,4.4,-22.57,17.09
Apr,20,-22.78,17.38
Apr,21,-22.83,17.78
Apr,0,-22.26,16.42
Apr,12.85,-22.21,16.53
Apr,5,-22.3,16.93
Apr,9,-22.5,17.4
Apr,15,-22.33,17.62
Apr,12.85,-21.98,17.22
Apr,12.85,-22.16,17.78
Apr,7.9,-22.26,18.15
Apr,40,-21.91,16.32
Apr,27.5,-21.63,16.48
Apr,17.7,-21.98,16.92
Apr,2,-21.7,17.7
Apr,2,-21.12,17.7
Apr,12.85,-21.66,17.82
Apr,19.5,-21.82,18.23
Apr,12.85,-21.14,18.79
Apr,0,-21.03,15.48
Apr,1.3,-21.22,15.73
Apr,31,-21.13,16.17
Apr,53.9,-21.04,16.22
Apr,18,-21.12,17.22
Apr,12.85,-21.2,17.82
Apr,1.5,-21.28,18.07
Apr,0,-20.88,15.85
Apr,15.9,-20.42,17.33
Apr,12,-20.93,17.78
Apr,9.2,-20.96,17.82
Apr,0,-19.81,15.18
Apr,12.85,-19.66,17.86
Apr,19,-19.71,17.97
Apr,19.7,-19.34,18.06
Apr,12.85,-19.48,17.19
Apr,16,-19.34,18.07
Apr,12.85,-19.45,18.41
Apr,20,-19.4,18.61
Apr,12,-19.1,18.79
Apr,0,-18.19,16.38
Apr,0,-18.41,16.64
Apr,14,-18.73,17.58
Apr,12.85,-18.86,18.13
Apr,12.85,-18.92,18.3
Apr,30,-18.79,18.93
Apr,0,-18.2,19.48
Apr,12.85,-18.05,13.84
Apr,9,-17.91,15.35
Apr,37.5,-18.12,15.54
Apr,2,-17.95,16.2
Apr,9,-17.79,16.46
Apr,0,-18.04,20.7
Apr,0,-18.04,21.43
Apr,16,-17.52,14.63
Apr,0,-17.59,14.68
Apr,12.85,-17.51,14.99
Apr,19.7,-17.67,15.47
Apr,15,-17.55,15.53
Apr,0,-17.91,15.7
Apr,48,-17.61,15.74
Apr,12.85,-17.79,15.77
Apr,0,-17.88,15.95
Apr,12.85,-17.52,16.05
Apr,27,-17.57,17.22
Apr,0,-17.67,18.23
Apr,12.85,-17.68,18.66
Apr,21.5,-17.85,19.35
Apr,28,-17.87,19.53
Apr,23.8,-17.92,19.75
Apr,20,-17.9,20.21
Apr,17,-17.98,20.52
Apr,7.5,-17.97,23.45
Apr,6,-17.78,23.82
Apr,12.85,-17.71,24.53
Apr,0,-17.98,24.12
Apr,0,-17.92,24.71
Apr,10.5,-17.45,15.67
Apr,0,-17.44,15.33
Apr,14.4,-28.09,18.69
Apr,12.85,-28.45,18.73
Apr,21.5,-28.02,18.75
Apr,18,-27.47,19.61
Apr,41.5,-27.21,18.97
Apr,1,-26.93,17.94
Apr,9.4,-26.58,18.12
Apr,19.7,-26.54,18.11
Apr,12.8,-26.8,19.65
Apr,20.3,-26.5,17.15
Apr,20.3,-26.5,17.15
Apr,12.85,-25.6,16.35
Apr,65.3,-25.72,16.55
Apr,3.5,-26,17.77
Apr,18.5,-25.88,18.13
Apr,18.5,-25.88,18.12
Apr,23,-25.94,19.12
Apr,15,-25.13,17.78
Apr,3,-25.38,19.1
Apr,0,-24.85,18.8
Apr,38,-24.19,17.03
Apr,27,-24.27,17.07
Apr,7.2,-24.04,17.12
Apr,6.4,-24.18,17.36
Apr,4.6,-24.05,17.4
Apr,6.4,-24.23,17.49
Apr,9,-24.23,17.5
Apr,7.2,-24.52,17.85
Apr,25.4,-24.36,17.57
Apr,1,-23.33,17.06
Apr,20,-23.92,18.05
Apr,11.6,-23.9,18.28
Apr,1.6,-23.67,18.39
Apr,12.85,-22.78,16.37
Apr,13,-22.65,16.45
Apr,12.85,-22.8,16.83
Apr,44.6,-22.53,17.08
Apr,12.85,-22.61,17.08
Apr,33.3,-22.6,17.07
Apr,62,-22.57,17.09
Apr,11,-22.78,17.38
Apr,31,-22.83,17.78
Apr,23,-22.26,16.42
Apr,10,-22.21,16.53
Apr,9,-22.3,16.93
Apr,13,-22.02,16.96
Apr,3.8,-22.07,17.18
Apr,15,-22.26,17.02
Apr,12.85,-22.46,17.24
Apr,2.8,-22.38,17.34
Apr,22,-22.5,17.4
Apr,9,-21.82,17.48
Apr,7,-22.23,17.54
Apr,1,-21.15,17.18
Apr,0,-22.17,17.63
Apr,10.7,-21.98,17.22
Apr,15.4,-22.16,17.78
Apr,4,-22.26,18.15
Apr,4,-22.42,18.48
Apr,65.5,-21.6,19.41
Apr,20,-21.91,16.32
Apr,0,-21.98,16.92
Apr,15.8,-21.69,17.06
Apr,0.4,-21.92,17.11
Apr,13.4,-21.35,17.14
Apr,3.8,-21.84,17.27
Apr,8,-22.99,17.39
Apr,12.85,-21.96,17.65
Apr,0,-21.7,17.7
Apr,7,-21.12,17.7
Apr,12.85,-21.66,17.82
Apr,19,-21.82,18.23
Apr,26,-21.03,15.48
Apr,17,-21.22,15.73
Apr,12.85,-21.42,15.95
Apr,12.85,-21.13,16.17
Apr,12.85,-21.04,16.22
Apr,7.5,-21.12,17.22
Apr,60.8,-21.2,17.82
Apr,12.85,-21.28,18.07
Apr,12.85,-21.41,18.16
Apr,12.85,-20.99,18.23
Apr,72.5,-20.61,20.85
Apr,9.5,-20.88,15.85
Apr,7.5,-20.7,16.83
Apr,31,-20.42,17.33
Apr,9.2,-20.93,17.78
Apr,12.85,-20.96,17.82
Apr,10,-20.25,20.83
Apr,42,-19.66,17.86
Apr,12.85,-19.71,17.97
Apr,11.8,-19.34,18.06
Apr,12.85,-19.31,18.15
Apr,12.85,-19.28,19.2
Apr,12.85,-19.5,19.63
Apr,0,-19.33,15.94
Apr,65.5,-19.35,17.13
Apr,22,-19.48,17.19
Apr,12,-19.45,18.41
Apr,25,-19.4,18.61
Apr,0,-19.1,18.79
Apr,12.85,-18.17,15.44
Apr,34,-18.73,17.58
Apr,12.85,-18.47,17.34
Apr,26.5,-18.86,18.13
Apr,20,-18.79,18.93
Apr,12.85,-17.89,15.07
Apr,28,-18.05,13.84
Apr,12.85,-17.91,15.35
Apr,0,-18.05,15.96
Apr,56,-17.91,15.97
Apr,12.85,-18.12,15.54
Apr,12.85,-17.72,16.14
Apr,12.85,-17.79,16.46
Apr,19.3,-18.04,20.7
Apr,12.85,-17.52,14.63
Apr,7.5,-17.59,14.68
Apr,12.85,-17.74,14.88
Apr,0,-17.51,14.99
Apr,12.85,-17.67,15.47
Apr,0,-17.91,15.7
Apr,71.2,-17.88,15.95
Apr,49.5,-17.52,16.05
Apr,0,-17.57,17.22
Apr,12.85,-17.67,18.23
Apr,12.85,-17.85,19.35
Apr,12.85,-17.92,19.75
Apr,0,-17.9,20.21
Apr,0,-17.98,20.52
Apr,12.85,-17.87,22.9
Apr,0,-17.97,23.45
Apr,7,-17.78,23.82
Apr,0,-17.71,24.53
Apr,0,-17.92,24.71
Apr,12.85,-17.44,15.33
Apr,12.85,-17.63,24.18
Apr,12.85,-17.49,24.28
Apr,0,-17.49,24.28
Apr,0,-17.49,24.32
Apr,0,-28.09,18.69
Apr,0,-28.02,18.75
Apr,0,-28.12,19.84
Apr,1.5,-27.47,19.61
Apr,12.85,-27.21,18.97
Apr,12.85,-26,16
Apr,9,-26.93,17.94
Apr,1.4,-26.58,18.12
Apr,0,-26.54,18.11
Apr,1.5,-26.8,19.65
Apr,0,-26.97,19.8
Apr,12.85,-26.5,17.15
Apr,0,-26.5,17.15
Apr,0,-25.6,16.35
Apr,9.4,-25.72,16.55
Apr,0,-26,17.77
Apr,0,-25.88,18.12
Apr,23,-25.94,19.12
Apr,0,-25.13,17.78
Apr,11,-25.38,19.1
Apr,0,-24.85,16.98
Apr,0,-24.62,17.97
Apr,0,-24.86,18.81
Apr,12.85,-24.85,18.8
Apr,10.2,-24.19,17.03
Apr,2,-24.27,17.07
Apr,5.8,-24.04,17.12
Apr,1.2,-24.18,17.36
Apr,5.4,-24.05,17.4
Apr,11.4,-24.23,17.49
Apr,2.6,-24.23,17.5
Apr,3.4,-24.52,17.85
Apr,6.6,-24.36,17.57
Apr,32,-24.14,19.12
Apr,12.85,-23.28,14.76
Apr,12.85,-23.53,17.99
Apr,0,-23.92,18.05
Apr,4.1,-23.68,18.27
Apr,12.85,-23.9,18.28
Apr,23.4,-23.67,18.39
Apr,0,-23.5,19.89
Apr,6,-23.32,17.09
Apr,19.5,-23.12,18.4
Apr,1,-22.98,14.65
Apr,0,-22.36,16.13
Apr,12.85,-22.78,16.37
Apr,0,-22.65,16.45
Apr,0.3,-22.57,16.78
Apr,12.85,-22.8,16.83
Apr,5.4,-22.08,16.94
Apr,12.85,-22.58,17.07
Apr,0,-22.61,17.08
Apr,28.8,-22.6,17.07
Apr,12.85,-22.57,17.09
Apr,65.2,-22.57,17.09
Apr,30,-22.78,17.38
Apr,3,-22.83,17.78
Apr,0,-22.45,18.96
Apr,0,-21.85,15.21
Apr,5,-21.58,15.45
Apr,1.3,-22.26,16.42
Apr,0,-22.21,16.53
Apr,12.85,-22.3,16.93
Apr,0,-22.02,16.96
Apr,15.4,-22.46,17.24
Apr,0,-21.98,16.92
Apr,16,-22.5,17.4
Apr,0.8,-21.15,17.18
Apr,12.85,-21.98,17.22
Apr,17.9,-22.16,17.78
Apr,6.1,-22.26,18.15
Apr,0,-22.42,18.48
Apr,0,-21.6,19.41
Apr,0,-21.84,20.75
Apr,0,-21.23,14.9
Apr,5,-21.36,15.37
Apr,8,-21.91,16.32
Apr,0,-21.98,16.92
Apr,0,-21.7,17.7
Apr,0,-21.12,17.7
Apr,6,-21.66,17.82
Apr,9,-21.82,18.23
Apr,0,-21.14,18.79
Apr,12.85,-21.7,19.13
Apr,12.85,-20.56,14.66
Apr,0,-20.95,14.83
Apr,23.6,-21.05,15.51
Apr,12.85,-21.22,15.73
Apr,6.1,-21.42,15.95
Apr,5,-21.04,16.22
Apr,1.3,-21.12,17.22
Apr,1.4,-21.2,17.82
Apr,0,-21.28,18.07
Apr,12.85,-21.41,18.16
Apr,12.85,-20.99,18.23
Apr,5,-20.61,20.85
Apr,12.85,-20.22,14.07
Apr,12.85,-20.38,14.97
Apr,0.8,-20.21,15.01
Apr,0.7,-20.47,15.27
Apr,12.85,-20.27,15.3
Apr,13.4,-20.11,16.15
Apr,18.5,-20.88,15.85
Apr,36,-20.46,16.65
Apr,0,-20.42,17.33
Apr,0,-20.93,17.78
Apr,0,-20.96,17.82
Apr,0,-20.41,18.22
Apr,0,-20.42,19.82
Apr,0,-20.25,20.83
Apr,0,-19.69,14.32
Apr,12.85,-19.8,14.54
Apr,0,-19.63,14.85
Apr,12.85,-20.45,16.63
Apr,8.2,-19.64,17.35
Apr,0,-19.56,18.11
Apr,1.8,-19.64,18.6
Apr,0,-19.6,20.5
Apr,0,-19.12,13.62
Apr,0,-19.06,14.35
Apr,0,-19.31,14.48
Apr,12.85,-19.8,14.82
Apr,0,-19.81,15.18
Apr,12.8,-19.42,17.43
Apr,11,-19.16,17.85
Apr,0,-19.66,17.86
Apr,0,-19.71,17.97
Apr,0.2,-19.34,18.06
Apr,0,-19.59,18.14
Apr,23.6,-19.31,18.15
Apr,0,-19.28,19.2
Apr,0,-19.5,19.63
Apr,0,-18.92,14.11
Apr,0,-19.18,15.92
Apr,0,-19.33,15.94
Apr,12.85,-19.35,17.13
Apr,0,-19.48,17.19
Apr,0,-19.45,18.41
Apr,0,-19.4,18.61
Apr,8,-19.1,18.79
Apr,12.85,-18.3,13.65
Apr,0,-18.06,13.84
Apr,0,-18.12,14.32
Apr,19.8,-18.17,15.44
Apr,0,-18.19,16.38
Apr,4.5,-18.81,16.94
Apr,7.5,-18.08,16.53
Apr,11,-18.41,16.64
Apr,32.4,-18.49,17.06
Apr,0,-18.73,17.58
Apr,12.85,-18.47,17.34
Apr,12,-18.86,18.13
Apr,4.8,-18.79,18.93
Apr,12.85,-18.2,19.48
Apr,12.85,-18.37,19.83
Apr,2,-17.89,15.07
Apr,0,-17.65,15.47
Apr,0,-17.86,13.03
Apr,12.85,-18.01,13.82
Apr,0,-18.05,13.84
Apr,35,-17.9,15.56
Apr,24.5,-17.79,15.61
Apr,12,-18.05,15.96
Apr,44,-18.02,15.92
Apr,0,-17.93,15.87
Apr,16,-17.43,16.71
Apr,0,-17.91,15.97
Apr,19.5,-18.12,15.54
Apr,3,-17.72,16.14
Apr,25,-17.95,16.2
Apr,6,-18.24,16.24
Apr,8,-17.79,16.46
Apr,0,-17.57,16.75
Apr,5,-17.54,17.72
Apr,0,-17.96,19.73
Apr,0,-17.9,19.81
Apr,0,-18.04,20.7
Apr,12.85,-18.04,21.43
Apr,0,-17.59,14.68
Apr,17,-17.74,14.88
Apr,0,-17.51,14.99
Apr,12.85,-17.55,15.53
Apr,12.85,-17.91,15.7
Apr,12,-17.99,15.69
Apr,0,-17.61,15.74
Apr,1.7,-17.79,15.77
Apr,0,-17.82,15.93
Apr,2.6,-17.88,15.95
Apr,12.85,-17.92,15.98
Apr,6,-17.52,16.05
Apr,31.1,-17.79,16.07
Apr,0,-17.67,18.23
Apr,0,-17.68,18.66
Apr,0,-17.84,19.05
Apr,12.85,-17.91,19.77
Apr,0,-17.9,20.21
Apr,0,-17.98,20.52
Apr,0,-17.82,23.4
Apr,0.2,-17.97,23.45
Apr,0,-17.78,23.82
Apr,10,-17.66,24.14
Apr,0,-17.71,24.53
Apr,0,-17.98,24.12
Apr,3.5,-17.92,24.71
Apr,0,-17.44,13.27
Apr,30,-17.44,14.43
Apr,7,-17.46,15.09
Apr,3.1,-17.45,15.67
Apr,12.85,-17.44,15.33
Apr,0,-17.45,15.89
Apr,0,-17.48,16.33
Apr,4.4,-17.63,24.18
Apr,0,-28.09,18.69
Apr,0,-28.02,18.75
Apr,18,-28.12,19.84
Apr,20.5,-27.47,19.61
Apr,18,-27.21,18.97
Apr,24,-26.54,18.11
Apr,12.85,-26.53,18.12
Apr,22.5,-26.8,19.65
Apr,27,-26.97,19.8
Apr,0,-26.5,17.15
Apr,0,-25.72,16.55
Apr,3,-25.88,18.12
Apr,0,-25.13,17.78
Apr,19,-25.38,19.1
Apr,0,-24.85,16.98
Apr,0,-24.62,17.97
Apr,24.5,-24.86,18.81
Apr,22.5,-24.14,19.12
Apr,0,-23.87,17.95
Apr,0,-23.92,18.05
Apr,12.85,-23.68,18.27
Apr,9.2,-23.9,18.28
Apr,2.5,-23.67,18.39
Apr,18,-23.5,19.89
Apr,12.85,-24.84,16.98
Apr,0,-23.32,17.09
Apr,0.2,-22.98,14.65
Apr,0,-22.36,16.13
Apr,0,-22.78,16.37
Apr,0,-22.65,16.45
Apr,0,-22.57,16.78
Apr,0,-22.08,16.94
Apr,12.85,-22.53,17.08
Apr,3.3,-22.61,17.08
Apr,1.6,-22.6,17.07
Apr,1,-22.57,17.09
Apr,0,-22.58,17.12
Apr,1,-22.78,17.38
Apr,12.85,-22.83,17.78
Apr,12.85,-22.45,18.96
Apr,0,-21.85,15.21
Apr,0,-21.58,15.45
Apr,0,-22.26,16.42
Apr,12.85,-22.21,16.53
Apr,3,-22.3,16.93
Apr,12.85,-21.98,16.92
Apr,0,-22.5,17.4
Apr,2,-22.16,17.78
Apr,42,-22.26,18.15
Apr,24,-21.6,19.41
Apr,35,-21.84,20.75
Apr,0,-21.23,14.9
Apr,0,-21.36,15.37
Apr,0,-21.98,16.92
Apr,12.85,-21.7,17.7
Apr,12.85,-21.12,17.7
Apr,0,-21.66,17.82
Apr,27.5,-21.82,18.23
Apr,12.85,-21.14,18.79
Apr,0,-20.56,14.66
Apr,0,-20.95,14.83
Apr,9,-21.05,15.51
Apr,12.85,-21.22,15.73
Apr,0,-21.42,15.95
Apr,30.6,-21.04,16.22
Apr,34,-21.12,17.22
Apr,13.3,-21.2,17.82
Apr,20.5,-21.28,18.07
Apr,6.5,-21.41,18.16
Apr,0.3,-20.99,18.23
Apr,0,-20.61,20.85
Apr,0,-20.38,14.97
Apr,3.5,-20.21,15.01
Apr,12.85,-20.47,15.27
Apr,12.85,-20.27,15.3
Apr,35,-20.11,16.15
Apr,2.5,-20.88,15.85
Apr,0,-20.46,16.65
Apr,1.5,-20.42,17.33
Apr,2,-20.93,17.78
Apr,6.5,-20.96,17.82
Apr,0,-20.41,18.22
Apr,41,-20.42,19.82
Apr,0,-20.25,20.83
Apr,20.8,-19.69,14.32
Apr,12.85,-19.8,14.54
Apr,0,-19.63,14.85
Apr,38.7,-19.64,17.35
Apr,0,-19.56,18.11
Apr,36,-19.64,18.6
Apr,94,-19.6,20.5
Apr,0,-19.12,13.62
Apr,12,-19.06,14.35
Apr,0,-19.31,14.48
Apr,0,-19.81,15.18
Apr,12.85,-19.42,17.43
Apr,12.85,-19.16,17.85
Apr,45.3,-19.66,17.86
Apr,12.85,-19.71,17.97
Apr,11.4,-19.34,18.06
Apr,14.4,-19.59,18.14
Apr,12.85,-19.31,18.15
Apr,12.5,-19.28,19.2
Apr,0,-19.5,19.63
Apr,13.5,-18.92,14.11
Apr,32.8,-19.18,15.92
Apr,22.9,-19.33,15.94
Apr,15.6,-19.04,16.47
Apr,13.6,-19.35,17.13
Apr,0,-19.48,17.19
Apr,30,-19.45,18.41
Apr,8,-19.4,18.61
Apr,7,-19.1,18.79
Apr,24,-18.06,13.84
Apr,31.2,-18.12,14.32
Apr,26.5,-18.17,15.44
Apr,14.8,-18.19,16.38
Apr,19.8,-18.81,16.94
Apr,19,-18.08,16.53
Apr,40,-18.41,16.64
Apr,56.3,-18.49,17.06
Apr,21.9,-18.47,17.34
Apr,16,-18.86,18.13
Apr,41.8,-18.79,18.93
Apr,27,-18.2,19.48
Apr,81.2,-18.37,19.83
Apr,56,-17.89,15.07
Apr,85.3,-17.65,15.47
Apr,0,-17.86,13.03
Apr,13,-18.01,13.82
Apr,0,-18.05,13.84
Apr,68,-17.9,15.56
Apr,62,-17.79,15.61
Apr,48,-18.05,15.96
Apr,0,-18.02,15.92
Apr,83.5,-17.93,15.87
Apr,35.5,-17.43,16.71
Apr,39,-17.91,15.97
Apr,65,-18.12,15.54
Apr,53.1,-18,16.02
Apr,17,-17.72,16.14
