Date,Temp_High (°C),Temp_Low (°C),Humidity (%),Atmospheric_Pressure (hPa),Wind_Speed (km/h),Wind_Direction,Precipitation (mm),Cloud_Cover (%),Storm_Occurrence,Storm_Severity,Visibility (km)
2025-02-06,24,19,71,990,10,NW,0.9,18,0,0,8.9
2025-02-07,23,12,50,1018,29,NW,1.1,7,0,0,9.4
2025-02-08,27,22,49,1024,5,E,0.6,37,0,0,8.0
2025-02-09,27,16,48,1029,21,S,0.5,37,0,0,8.0
2025-02-10,26,19,53,1003,12,W,1.5,52,0,0,7.1
2025-02-11,22,10,52,1024,23,NW,0.4,92,1,1,5.3
2025-02-12,20,13,64,1009,25,NW,2.7,99,0,0,4.5
2025-02-13,20,15,41,1002,5,W,0.0,89,1,1,5.6
2025-02-14,31,19,74,1027,9,N,2.1,30,0,0,8.1
2025-02-15,30,23,46,997,31,E,0.2,43,0,0,7.8
2025-02-16,22,16,60,1009,20,E,1.5,59,0,0,6.7
2025-02-17,25,20,57,1022,10,SE,1.3,75,0,0,6.0
2025-02-18,26,19,42,1015,12,S,0.1,16,0,0,9.2
2025-02-19,25,19,81,1028,17,NE,1.8,78,1,1,5.7
2025-02-20,33,27,78,1010,20,N,4.0,72,1,1,5.6
2025-02-21,33,23,80,998,34,W,0.4,38,0,0,8.0
2025-02-22,25,20,88,1013,7,W,2.6,41,0,0,7.4
2025-02-23,25,19,50,1026,23,W,1.3,47,0,0,7.4
2025-02-24,32,22,78,1006,16,N,5.5,11,0,0,8.4
2025-02-25,22,15,63,1013,20,NW,1.7,95,1,1,4.9
2025-02-26,25,17,85,1010,31,W,3.3,88,0,0,4.9
2025-02-27,27,22,58,1028,15,W,0.4,17,0,0,9.1
2025-02-28,30,18,43,1028,14,S,0.1,78,1,1,6.1
2025-03-01,30,19,65,1002,29,SW,0.2,95,1,2,5.2
2025-03-02,21,10,77,1000,24,SW,3.0,5,0,0,9.2
2025-03-03,24,17,81,1008,8,SE,8.1,42,0,0,6.3
2025-03-04,33,19,71,1000,16,SE,4.4,34,0,0,7.4
2025-03-05,20,6,78,1002,27,W,0.8,97,0,0,5.0
2025-03-06,31,24,84,990,6,S,1.2,53,0,0,7.1
2025-03-07,34,28,85,1029,28,W,5.9,61,0,0,5.8
2025-03-08,20,15,75,1008,26,SE,2.2,68,0,0,6.2
2025-03-09,24,13,79,1001,23,N,0.8,81,0,0,5.8
2025-03-10,31,20,76,997,29,N,1.2,15,0,0,9.0
2025-03-11,32,26,72,997,9,NW,0.0,7,0,0,9.6
2025-03-12,22,11,75,1001,12,NE,2.4,88,1,2,5.1
2025-03-13,23,11,42,1022,11,SW,0.3,95,1,2,5.2
2025-03-14,22,17,48,1015,18,S,0.6,89,0,0,5.4
2025-03-15,20,7,47,1028,28,E,0.6,85,0,0,5.6
2025-03-16,20,9,72,1017,27,SW,8.0,30,0,0,6.9
2025-03-17,31,24,45,994,7,E,0.1,9,0,0,9.5
2025-03-18,31,19,80,997,22,NE,6.2,55,0,0,6.0
2025-03-19,33,22,78,1014,20,NE,2.2,75,1,1,5.8
2025-03-20,32,20,43,1016,27,W,0.1,91,0,0,5.4
2025-03-21,33,23,52,1012,23,SE,1.0,69,0,0,6.4
2025-03-22,24,11,88,1019,23,NE,1.9,19,0,0,8.7
2025-03-23,25,16,41,1012,22,NE,0.0,4,0,0,9.8
2025-03-24,22,15,44,1009,24,E,0.5,22,0,0,8.8
2025-03-25,31,24,83,1007,20,SE,5.9,8,0,0,8.4
2025-03-26,28,23,66,1007,12,NE,1.8,57,0,0,6.8
2025-03-27,24,12,71,991,32,SW,6.8,58,0,0,5.7
2025-03-28,27,21,60,993,5,NW,0.9,92,0,0,5.2
2025-03-29,32,25,47,1019,21,NE,1.9,79,1,1,5.7
2025-03-30,20,8,77,1022,16,NW,6.3,53,0,0,6.1
2025-03-31,33,21,47,1025,34,SE,1.2,45,0,0,7.5
2025-04-01,24,16,89,1007,25,W,5.4,21,0,0,7.9
2025-04-02,34,26,42,1026,15,S,0.2,63,0,0,6.8
2025-04-03,22,13,83,1008,9,SE,3.5,7,0,0,9.0
2025-04-04,31,21,42,1017,31,E,0.3,19,0,0,9.0
2025-04-05,20,11,61,1029,16,S,3.0,50,0,0,6.9
2025-04-06,23,12,45,1009,21,SW,0.5,77,0,0,6.1
2025-04-07,34,28,41,1022,10,N,0.0,38,0,0,8.1
2025-04-08,32,21,62,1001,5,NW,0.3,36,0,0,8.1
2025-04-09,24,10,83,1004,9,NW,4.8,49,0,0,6.6
2025-04-10,26,15,41,1028,29,NW,0.1,33,0,0,8.3
2025-04-11,20,15,77,991,32,SE,4.3,74,0,0,5.4
2025-04-12,22,11,56,1018,18,NW,2.1,32,0,0,8.0
2025-04-13,21,12,74,999,9,W,0.2,30,0,0,8.5
2025-04-14,28,21,73,991,26,NW,1.4,53,0,0,7.1
2025-04-15,29,22,62,1000,28,E,1.1,43,0,0,7.6
2025-04-16,34,26,69,1002,31,SW,0.6,33,0,0,8.2
2025-04-17,25,19,47,999,5,NW,0.6,70,0,0,6.4
2025-04-18,29,23,61,1003,34,NW,2.3,61,0,0,6.5
2025-04-19,22,17,83,1007,22,S,3.4,22,0,0,8.2
2025-04-20,27,18,75,998,20,SW,0.6,45,0,0,7.6
2025-04-21,33,25,44,1028,13,NW,0.4,55,0,0,7.2
2025-04-22,27,13,52,1017,23,SE,0.6,6,0,0,9.6
2025-04-23,21,15,68,992,26,NE,1.2,88,0,0,5.4
2025-04-24,34,27,70,1009,9,W,4.2,60,0,0,6.2
2025-04-25,25,14,86,995,31,SE,8.9,2,0,0,8.1
2025-04-26,26,15,55,1016,6,N,1.6,37,0,0,7.8
2025-04-27,21,13,81,991,34,SE,1.9,83,1,1,5.5
2025-04-28,34,25,69,1018,19,S,1.6,33,0,0,8.0
2025-04-29,30,21,55,1027,11,S,1.8,43,0,0,7.5
2025-04-30,29,19,51,992,8,NW,0.1,29,0,0,8.5
2025-05-01,21,8,56,1005,5,SE,5.2,16,0,0,8.2
2025-05-02,29,23,55,1019,17,S,1.1,58,0,0,6.9
2025-05-03,20,11,51,1029,24,NE,0.7,9,0,0,9.4
2025-05-04,27,20,47,991,26,SW,0.5,98,1,2,5.0
2025-05-05,20,12,59,1006,11,SE,0.6,83,1,1,5.7
2025-05-06,28,14,42,1001,19,W,0.3,17,0,0,9.1
2025-05-07,30,20,55,1024,27,NE,1.4,44,0,0,7.5
2025-05-08,25,13,69,990,18,NW,0.3,90,1,1,5.4
2025-05-09,26,21,84,1004,27,SW,4.2,58,0,0,6.3
2025-05-10,32,18,62,1015,23,W,2.7,61,0,0,6.4
2025-05-11,29,17,67,1026,26,NW,2.9,58,0,0,6.5
2025-05-12,26,15,79,1010,33,W,3.6,48,0,0,6.9
2025-05-13,29,24,44,1020,28,NW,0.6,99,0,0,4.9
2025-05-14,22,16,59,1014,24,W,0.9,62,0,0,6.7
2025-05-15,21,14,79,1012,33,SW,2.5,86,1,1,5.2
2025-05-16,28,23,83,1013,28,NE,1.1,31,0,0,8.2
2025-05-17,27,14,40,1027,22,W,0.0,9,0,0,9.6
2025-05-18,32,20,69,1017,14,W,0.7,10,0,0,9.4
2025-05-19,31,25,60,1010,13,E,2.1,69,0,0,6.1
2025-05-20,29,16,59,1007,29,SE,0.9,61,0,0,6.8
2025-05-21,26,15,45,1025,12,SW,0.3,46,0,0,7.6
2025-05-22,28,15,61,1024,30,NW,0.1,33,0,0,8.3
2025-05-23,23,13,57,998,34,SW,1.9,99,1,1,4.7
2025-05-24,32,22,47,1027,33,S,1.9,16,0,0,8.8
2025-05-25,23,15,78,1019,14,NW,4.1,53,0,0,6.5
2025-05-26,20,6,71,1023,21,SW,0.1,75,1,1,6.2
2025-05-27,27,13,72,1021,6,NE,2.9,84,0,0,5.2
2025-05-28,33,27,55,992,10,NW,0.3,39,0,0,8.0
2025-05-29,33,22,51,992,30,NW,0.2,18,0,0,9.1
2025-05-30,31,22,77,1017,9,SW,3.9,66,0,0,5.9
2025-05-31,22,12,73,1004,32,NW,3.0,81,1,1,5.4
2025-06-01,26,20,53,1012,34,E,1.5,52,0,0,7.1
2025-06-02,34,25,75,1029,13,SE,3.2,63,0,0,6.2
2025-06-03,31,17,72,1000,9,NW,2.2,82,0,0,5.5
2025-06-04,21,13,62,1021,22,SE,2.5,46,0,0,7.2
2025-06-05,21,8,89,1025,30,SW,0.7,5,0,0,9.6
2025-06-06,26,16,84,1022,24,W,5.9,15,0,0,8.1
2025-06-07,34,28,41,1013,13,N,0.0,71,1,1,6.4
2025-06-08,25,20,80,1028,21,N,3.5,17,0,0,8.5
2025-06-09,22,13,60,1023,31,W,3.3,51,0,0,6.8
2025-06-10,28,15,41,1017,21,W,0.0,47,0,0,7.6
2025-06-11,29,19,66,1026,16,W,3.1,42,0,0,7.3
2025-06-12,34,20,48,996,11,NE,0.9,38,0,0,7.9
2025-06-13,33,22,40,993,31,N,0.0,48,0,0,7.6
2025-06-14,32,23,50,1026,7,W,0.1,11,0,0,9.4
2025-06-15,25,11,42,990,14,NE,0.2,9,0,0,9.5
2025-06-16,29,19,62,990,6,S,1.7,70,0,0,6.2
2025-06-17,29,20,65,1009,29,NW,3.1,54,0,0,6.7
2025-06-18,25,12,43,1008,7,NE,0.1,0,0,0,10.0
2025-06-19,20,10,57,1018,20,N,2.7,48,0,0,7.1
2025-06-20,23,11,45,999,6,SW,0.4,35,0,0,8.2
2025-06-21,29,23,74,1007,32,S,2.1,20,0,0,8.6
2025-06-22,25,12,61,1017,28,N,3.5,36,0,0,7.5
2025-06-23,34,25,82,1024,14,NW,5.7,23,0,0,7.7
2025-06-24,25,14,54,1020,10,NE,1.9,54,0,0,6.9
2025-06-25,30,16,61,1016,26,E,0.7,24,0,0,8.7
2025-06-26,31,26,76,1000,30,SE,3.7,6,0,0,9.0
2025-06-27,24,10,81,1027,15,NW,0.6,80,0,0,5.9
2025-06-28,20,11,51,994,27,N,0.4,92,0,0,5.3
2025-06-29,27,13,86,997,11,W,1.9,93,0,0,5.0
2025-06-30,24,18,88,1023,31,NE,5.5,70,0,0,5.4
2025-07-01,31,21,81,1001,33,W,6.0,96,1,2,4.0
2025-07-02,31,26,77,1027,19,W,2.5,70,0,0,6.0
2025-07-03,31,24,57,990,10,W,0.9,23,0,0,8.7
2025-07-04,24,15,84,1020,24,W,5.4,10,0,0,8.4
2025-07-05,26,18,74,993,31,W,2.5,72,1,1,5.9
2025-07-06,23,16,69,994,13,S,2.2,11,0,0,9.0
2025-07-07,25,11,63,1019,26,N,0.9,34,0,0,8.1
2025-07-08,32,23,81,1013,24,NW,3.1,62,0,0,6.3
2025-07-09,23,11,69,992,16,N,0.8,67,0,0,6.5
2025-07-10,33,25,53,1000,23,NW,0.6,99,1,1,4.9
2025-07-11,34,29,45,993,24,SE,0.9,91,0,0,5.3
2025-07-12,22,11,42,1015,7,NE,0.1,56,0,0,7.2
2025-07-13,26,14,55,1016,19,E,1.7,12,0,0,9.1
2025-07-14,27,20,46,1016,6,S,0.3,22,0,0,8.8
2025-07-15,23,13,53,995,34,NE,2.2,82,1,1,5.5
2025-07-16,32,26,48,1004,25,S,0.5,38,0,0,8.0
2025-07-17,21,10,54,1019,6,NW,2.5,87,1,2,5.2
2025-07-18,31,19,60,1026,26,N,0.7,79,1,1,5.9
2025-07-19,29,19,74,1026,7,W,1.6,96,0,0,4.9
2025-07-20,33,23,41,1026,10,SE,0.1,11,0,0,9.4
2025-07-21,22,13,66,1024,19,SE,1.3,33,0,0,8.1
2025-07-22,20,8,41,1012,31,SW,0.1,70,0,0,6.5
2025-07-23,27,22,74,995,14,E,4.2,74,0,0,5.5
2025-07-24,34,20,57,993,13,SE,1.4,30,0,0,8.2
2025-07-25,22,14,53,1007,5,W,1.4,92,1,1,5.1
2025-07-26,31,23,59,998,20,N,6.3,61,0,0,5.7
2025-07-27,29,22,57,1018,10,E,1.6,12,0,0,9.1
2025-07-28,26,19,49,1002,13,NW,1.1,30,0,0,8.3
2025-07-29,29,21,64,1006,31,NE,0.8,1,0,0,9.8
2025-07-30,24,19,41,1021,8,NW,0.0,14,0,0,9.3
2025-07-31,29,23,64,1011,31,W,0.5,56,0,0,7.1
2025-08-01,24,11,72,993,32,W,2.4,74,1,2,5.8
2025-08-02,33,19,75,994,6,SE,2.5,33,0,0,7.8
2025-08-03,26,20,70,1026,33,E,0.4,67,0,0,6.6
2025-08-04,34,25,53,1002,8,N,1.0,74,1,1,6.1
2025-08-05,28,15,40,1023,5,NW,0.0,28,0,0,8.6
2025-08-06,31,18,85,1011,23,SW,6.2,65,0,0,5.5
2025-08-07,24,12,55,1012,30,NW,0.8,15,0,0,9.1
2025-08-08,20,15,85,992,29,S,5.2,38,0,0,7.1
2025-08-09,29,24,42,1023,14,S,0.2,76,0,0,6.2
2025-08-10,29,16,74,1021,25,N,3.5,36,0,0,7.5
2025-08-11,20,8,80,1010,19,N,1.3,80,0,0,5.7
2025-08-12,34,20,45,1010,31,S,0.3,20,0,0,8.9
2025-08-13,21,8,64,1000,26,SW,3.6,43,0,0,7.1
2025-08-14,33,22,52,1028,23,E,1.5,18,0,0,8.8
2025-08-15,25,18,73,993,20,S,0.5,70,0,0,6.4
2025-08-16,28,21,47,990,25,N,0.8,7,0,0,9.5
2025-08-17,27,21,60,1017,31,SE,0.3,76,1,1,6.1
2025-08-18,32,23,73,1013,28,NE,1.7,65,0,0,6.4
2025-08-19,24,17,43,1024,26,SW,0.3,40,0,0,7.9
2025-08-20,20,10,64,1002,8,W,2.2,74,0,0,5.9
2025-08-21,32,26,54,1023,6,SW,0.2,87,0,0,5.6
2025-08-22,26,19,43,1000,34,SE,0.1,69,0,0,6.5
2025-08-23,34,25,84,1025,29,SE,8.8,60,0,0,5.2
2025-08-24,24,19,51,1006,17,W,0.2,25,0,0,8.7
2025-08-25,25,20,71,1024,32,NW,1.2,70,0,0,6.3
2025-08-26,32,18,71,1007,5,N,0.0,82,0,0,5.9
2025-08-27,26,13,67,1029,21,S,6.1,69,0,0,5.3
2025-08-28,22,11,52,1011,17,NW,0.3,28,0,0,8.5
2025-08-29,31,26,70,1013,8,E,0.9,65,0,0,6.6
2025-08-30,29,17,53,1008,11,SW,0.2,18,0,0,9.1
2025-08-31,22,15,59,1026,21,W,1.1,67,0,0,6.4
2025-09-01,24,12,57,1028,13,SW,0.8,57,0,0,7.0
2025-09-02,25,16,68,1010,8,NW,4.8,69,0,0,5.6
2025-09-03,28,23,45,997,23,SE,0.8,56,0,0,7.0
2025-09-04,32,21,71,1017,5,S,7.4,36,0,0,6.7
2025-09-05,33,24,68,994,14,SW,2.8,60,0,0,6.4
2025-09-06,31,21,82,1006,8,E,1.0,91,0,0,5.3
2025-09-07,24,14,41,1026,13,SE,0.1,29,0,0,8.5
2025-09-08,34,22,62,1025,17,E,0.7,70,0,0,6.4
2025-09-09,20,7,58,1008,18,S,0.3,72,0,0,6.3
2025-09-10,33,27,70,1016,14,SW,6.3,24,0,0,7.5
2025-09-11,33,20,44,1023,10,NE,0.5,96,0,0,5.1
2025-09-12,33,19,58,1000,20,NW,1.9,64,0,0,6.4
2025-09-13,23,10,73,1001,10,SW,0.4,5,0,0,9.7
2025-09-14,24,10,49,1010,21,NW,0.7,17,0,0,9.0
2025-09-15,31,17,64,1000,14,S,1.2,9,0,0,9.3
2025-09-16,29,18,41,1028,22,SW,0.1,91,0,0,5.4
2025-09-17,29,24,50,1017,31,NW,0.1,10,0,0,9.5
2025-09-18,24,13,89,994,26,W,4.9,96,1,1,4.2
2025-09-19,26,12,70,1006,22,NW,0.2,64,0,0,6.8
2025-09-20,23,14,54,1009,7,SW,0.8,76,1,1,6.0
2025-09-21,20,10,48,1001,24,N,0.7,83,1,1,5.7
2025-09-22,33,19,62,995,31,SW,2.6,64,0,0,6.3
2025-09-23,33,22,58,1006,25,SW,1.6,51,0,0,7.1
2025-09-24,24,15,48,1008,29,NW,0.8,66,0,0,6.5
2025-09-25,26,15,74,1015,32,E,3.0,81,0,0,5.4
2025-09-26,29,16,60,1021,19,NE,0.6,77,0,0,6.0
2025-09-27,29,22,48,995,19,E,0.1,30,0,0,8.5
2025-09-28,25,13,67,1025,8,NW,4.0,90,1,1,4.7
2025-09-29,24,18,85,1027,33,E,8.3,16,0,0,7.5
2025-09-30,23,12,46,1000,31,SE,0.3,54,0,0,7.2
2025-10-01,21,15,55,1022,13,N,0.6,92,1,1,5.3
2025-10-02,23,15,55,1013,31,E,0.1,35,0,0,8.2
2025-10-03,34,23,72,1012,30,W,1.4,25,0,0,8.5
2025-10-04,29,22,43,1004,23,S,0.1,52,0,0,7.4
2025-10-05,29,23,43,1016,28,W,0.1,16,0,0,9.2
2025-10-06,22,8,78,1000,32,S,6.0,85,0,0,4.6
2025-10-07,29,18,79,1006,21,SW,4.2,24,0,0,8.0
2025-10-08,20,15,56,1003,15,SE,1.7,1,0,0,9.6
2025-10-09,27,15,76,1016,29,N,2.2,85,0,0,5.3
2025-10-10,24,17,78,1007,13,W,1.1,4,0,0,9.6
2025-10-11,32,26,68,1017,14,N,2.1,3,0,0,9.4
2025-10-12,23,16,75,993,22,W,2.5,35,0,0,7.8
2025-10-13,27,18,77,996,24,SW,0.5,5,0,0,9.6
2025-10-14,26,14,78,1024,17,S,4.1,20,0,0,8.2
2025-10-15,21,7,89,998,12,NE,3.2,76,0,0,5.6
2025-10-16,20,9,76,997,11,SE,2.5,88,0,0,5.1
2025-10-17,31,20,74,1006,21,W,1.3,25,0,0,8.5
2025-10-18,30,19,46,1006,25,W,0.3,54,0,0,7.2
2025-10-19,23,11,66,1022,27,SW,2.8,38,0,0,7.5
2025-10-20,27,22,67,1021,19,SE,5.2,83,0,0,4.8
2025-10-21,31,23,61,997,24,S,4.1,32,0,0,7.6
2025-10-22,21,11,53,1008,19,S,0.6,13,0,0,9.2
2025-10-23,22,9,46,1027,5,W,0.4,55,0,0,7.2
2025-10-24,31,25,76,992,29,NE,5.1,99,0,0,4.0
2025-10-25,20,15,61,994,18,NE,0.7,80,0,0,5.9
2025-10-26,20,6,44,1002,9,N,0.1,20,0,0,9.0
2025-10-27,32,26,41,1020,15,SE,0.1,45,0,0,7.7
2025-10-28,22,11,66,1005,20,SE,2.4,15,0,0,8.8
2025-10-29,30,23,60,1021,6,S,1.4,15,0,0,9.0
2025-10-30,24,10,77,1011,12,N,1.7,83,1,1,5.5
2025-10-31,31,25,54,1018,15,SW,1.3,28,0,0,8.3
2025-11-01,22,11,60,1011,33,SE,1.0,91,1,1,5.3
2025-11-02,20,14,49,992,22,N,0.6,7,0,0,9.5
2025-11-03,20,13,62,999,7,N,1.3,87,1,2,5.4
2025-11-04,27,16,78,1010,34,W,3.1,2,0,0,9.3
2025-11-05,29,21,44,1005,30,S,0.2,88,1,2,5.6
2025-11-06,30,25,40,1001,5,N,0.0,18,0,0,9.1
2025-11-07,31,22,52,991,15,NW,0.1,96,0,0,5.2
2025-11-08,32,19,60,1013,20,NE,0.6,65,0,0,6.6
2025-11-09,32,20,65,1024,22,NW,2.6,78,0,0,5.6
2025-11-10,31,18,89,1019,34,NE,2.6,85,0,0,5.2
2025-11-11,34,20,84,1019,20,E,2.2,73,0,0,5.9
2025-11-12,33,20,60,1024,27,S,2.6,81,1,1,5.4
2025-11-13,21,10,57,1008,14,W,2.7,21,0,0,8.4
2025-11-14,32,24,76,997,22,SW,4.2,45,0,0,6.9
2025-11-15,22,13,84,1015,10,NW,2.7,90,0,0,5.0
2025-11-16,21,16,71,1029,23,NW,1.5,12,0,0,9.1
2025-11-17,22,17,75,996,8,E,1.4,32,0,0,8.1
2025-11-18,26,19,56,1019,31,NE,1.3,4,0,0,9.5
2025-11-19,20,8,74,996,17,W,1.0,89,1,1,5.4
2025-11-20,29,23,88,992,28,E,5.9,76,1,1,5.0
2025-11-21,27,19,50,990,18,S,1.0,26,0,0,8.5
2025-11-22,32,26,60,1025,7,W,1.0,77,1,1,6.0
2025-11-23,29,20,65,1014,14,S,1.3,23,0,0,8.6
2025-11-24,29,16,43,1026,10,N,0.1,66,0,0,6.7
2025-11-25,29,24,73,990,5,SE,1.8,62,0,0,6.5
2025-11-26,33,24,87,1004,27,N,3.3,93,1,1,4.7
2025-11-27,21,8,57,1026,28,S,1.3,98,0,0,4.8
2025-11-28,22,17,79,1002,31,NW,7.0,47,0,0,6.2
2025-11-29,28,15,74,1029,18,W,2.4,62,0,0,6.4
2025-11-30,26,14,80,997,12,NE,1.8,77,1,1,5.8
2025-12-01,23,15,68,994,23,SW,4.6,11,0,0,8.5
2025-12-02,29,15,68,998,18,NE,1.8,27,0,0,8.3
2025-12-03,24,15,77,990,14,W,0.1,43,0,0,7.8
2025-12-04,21,12,81,1025,21,N,7.7,92,1,1,3.9
2025-12-05,32,22,60,1024,13,SW,0.6,42,0,0,7.8
2025-12-06,30,19,81,991,33,W,3.7,16,0,0,8.5
2025-12-07,32,20,52,1029,10,S,0.7,39,0,0,7.9
2025-12-08,27,15,88,1012,15,NW,3.1,48,0,0,7.0
2025-12-09,23,17,80,998,29,NE,1.4,84,0,0,5.5
2025-12-10,28,15,56,1023,11,S,0.4,56,0,0,7.1
2025-12-11,24,13,48,1003,21,SW,1.0,86,0,0,5.5
2025-12-12,32,24,80,993,32,SW,2.7,83,1,2,5.3
2025-12-13,28,20,40,1019,32,NE,0.0,63,0,0,6.8
2025-12-14,23,11,41,1020,5,S,0.1,74,1,1,6.3
2025-12-15,29,21,87,1027,26,E,6.3,56,0,0,5.9
2025-12-16,24,14,68,1000,9,S,0.9,97,0,0,5.0
2025-12-17,28,19,72,1024,13,SW,5.3,73,0,0,5.3
2025-12-18,27,20,49,997,22,S,0.7,73,0,0,6.2
2025-12-19,22,8,89,992,28,NW,2.4,69,0,0,6.1
2025-12-20,20,14,79,1003,31,W,1.6,99,0,0,4.7
2025-12-21,22,9,60,1002,25,N,0.8,87,0,0,5.5
2025-12-22,23,9,67,1021,6,NW,1.0,75,1,2,6.1
2025-12-23,21,8,50,1023,33,E,1.1,42,0,0,7.7
2025-12-24,20,15,73,1008,30,SE,0.8,22,0,0,8.7
2025-12-25,26,12,47,1027,15,W,0.4,26,0,0,8.6
2025-12-26,27,20,61,1005,31,N,1.6,57,0,0,6.8
2025-12-27,26,14,47,991,32,SE,0.2,36,0,0,8.2
2025-12-28,33,23,88,1029,10,NE,0.9,5,0,0,9.6
2025-12-29,24,15,54,1006,30,SE,0.1,64,0,0,6.8
2025-12-30,31,22,56,1023,12,W,1.2,5,0,0,9.5
2025-12-31,20,10,62,1005,8,S,0.3,49,0,0,7.5
2026-01-01,26,15,63,1027,22,W,4.7,21,0,0,8.0
2026-01-02,32,27,84,991,32,NW,3.9,87,0,0,4.9
2026-01-03,26,13,58,991,15,SE,0.8,24,0,0,8.6
2026-01-04,28,21,44,1015,9,SW,0.2,78,1,1,6.1
2026-01-05,22,14,71,1002,19,N,2.3,89,0,0,5.1
2026-01-06,28,14,83,1020,32,N,2.1,71,0,0,6.0
2026-01-07,33,28,40,1023,22,SE,0.0,50,0,0,7.5
2026-01-08,20,6,62,1028,6,N,0.3,87,1,1,5.6
2026-01-09,20,13,76,992,26,SW,4.5,47,0,0,6.8
2026-01-10,33,27,47,997,15,W,0.3,69,0,0,6.5
2026-01-11,23,17,52,1012,30,N,0.8,98,0,0,4.9
2026-01-12,28,23,47,1003,29,SE,0.8,64,0,0,6.6
2026-01-13,25,13,62,1016,17,E,0.9,59,0,0,6.9
2026-01-14,32,25,82,1018,8,E,0.4,45,0,0,7.7
2026-01-15,30,23,40,1028,26,NE,0.0,35,0,0,8.2
2026-01-16,22,12,84,1028,11,NW,3.4,57,0,0,6.5
2026-01-17,20,8,63,990,33,N,0.7,75,1,1,6.1
2026-01-18,23,10,74,1006,15,NW,0.7,37,0,0,8.0
2026-01-19,31,18,63,1019,26,W,2.8,10,0,0,8.9
2026-01-20,32,24,56,1002,28,SE,1.4,11,0,0,9.2
2026-01-21,28,19,44,1010,8,N,0.2,41,0,0,7.9
2026-01-22,22,16,59,1008,32,S,0.4,38,0,0,8.0
2026-01-23,31,18,60,1008,19,SW,2.0,70,0,0,6.1
2026-01-24,28,16,79,1014,5,N,2.0,10,0,0,9.1
2026-01-25,26,19,70,1011,27,N,0.8,35,0,0,8.1
2026-01-26,31,18,85,1020,7,NW,4.2,51,0,0,6.6
2026-01-27,33,26,75,1006,18,NW,2.0,30,0,0,8.1
2026-01-28,34,21,50,1012,10,E,0.8,32,0,0,8.2
2026-01-29,23,17,54,1021,22,SW,1.3,12,0,0,9.1
2026-01-30,22,8,58,999,29,SE,0.2,17,0,0,9.1
2026-01-31,29,16,46,999,5,N,0.2,40,0,0,8.0
2026-02-01,34,22,67,1025,10,E,3.1,57,0,0,6.5
2026-02-02,24,11,82,997,10,NW,3.7,55,0,0,6.5
2026-02-03,24,15,44,1009,25,NE,0.5,23,0,0,8.8
2026-02-04,22,16,44,1021,20,SW,0.1,72,1,2,6.4
2026-02-05,31,19,69,1003,33,E,1.7,30,0,0,8.2
2026-02-06,28,18,71,1017,9,E,1.9,54,0,0,6.9
2026-02-07,23,11,47,1013,21,W,0.6,9,0,0,9.4
2026-02-08,30,21,49,1004,14,E,0.7,59,0,0,6.9
2026-02-09,24,10,77,1011,32,W,4.0,1,0,0,9.1
2026-02-10,23,17,86,1019,25,N,2.7,14,0,0,8.8
2026-02-11,24,14,71,993,22,N,3.1,2,0,0,9.3
2026-02-12,26,17,87,1002,11,NW,5.3,42,0,0,6.8
2026-02-13,28,19,67,1012,7,NE,1.6,30,0,0,8.2
2026-02-14,26,21,56,997,17,S,0.7,69,0,0,6.4
2026-02-15,32,26,70,1007,19,S,2.0,66,0,0,6.3
2026-02-16,24,12,47,1001,24,S,0.6,55,0,0,7.1
2026-02-17,29,22,79,1020,23,NW,13.2,62,0,0,4.3
2026-02-18,29,15,64,1003,7,W,1.6,74,1,1,6.0
2026-02-19,26,19,48,1023,8,NW,0.3,14,0,0,9.2
2026-02-20,33,21,41,1007,9,SW,0.0,91,1,1,5.4
2026-02-21,34,22,54,1023,5,SW,1.6,9,0,0,9.2
2026-02-22,29,23,89,1000,8,NE,0.9,37,0,0,8.0
2026-02-23,24,12,42,1001,16,SW,0.6,46,0,0,7.6
2026-02-24,22,17,88,1004,32,S,4.1,56,0,0,6.4
2026-02-25,26,16,75,1020,31,S,7.1,49,0,0,6.1
2026-02-26,32,20,43,1018,28,NW,0.3,70,0,0,6.4
2026-02-27,30,23,53,1015,14,E,0.7,14,0,0,9.2
2026-02-28,30,18,80,1007,27,SW,3.3,17,0,0,8.5
2026-03-01,21,16,80,1021,29,NW,1.1,81,0,0,5.7
2026-03-02,34,21,64,1011,25,N,1.3,87,0,0,5.4
2026-03-03,31,18,89,1027,33,N,4.2,1,0,0,9.1
2026-03-04,28,19,49,1006,30,E,0.1,83,1,2,5.8
2026-03-05,29,15,60,1012,24,E,1.0,97,1,1,5.0
2026-03-06,29,21,75,1013,28,E,3.8,42,0,0,7.1
2026-03-07,31,21,51,997,29,NW,0.9,25,0,0,8.6
2026-03-08,20,9,66,995,17,N,0.6,70,0,0,6.4
2026-03-09,32,23,79,994,27,S,5.5,37,0,0,7.0
2026-03-10,25,11,41,1018,18,E,0.1,93,1,1,5.3
2026-03-11,26,13,52,1017,27,NE,0.4,41,0,0,7.9
2026-03-12,33,26,71,1000,9,W,0.4,4,0,0,9.7
2026-03-13,32,21,70,990,8,NW,3.8,10,0,0,8.7
2026-03-14,27,13,55,1008,18,E,2.1,64,0,0,6.4
2026-03-15,29,15,71,998,14,W,3.1,33,0,0,7.7
2026-03-16,28,19,71,1016,21,SE,1.9,0,0,0,9.6
2026-03-17,21,10,73,1023,14,E,2.6,82,0,0,5.4
